과거법정동코드	리명	법정동코드	삭제일자	생성일자	순위	시군구명	시도명	읍면동명	법정동명
	백석리	4148025325		1996-03-01	5	파주시	경기도	파주읍	경기도 파주시 파주읍 백석리
	파주리	4148025326		1996-03-01	6	파주시	경기도	파주읍	경기도 파주시 파주읍 파주리
	연풍리	4148025327		1996-03-01	7	파주시	경기도	파주읍	경기도 파주시 파주읍 연풍리
		4148025600		1996-03-01	9	파주시	경기도	법원읍	경기도 파주시 법원읍
	오현리	4148025621		1996-03-01	1	파주시	경기도	법원읍	경기도 파주시 법원읍 오현리
	법원리	4148025622		1996-03-01	2	파주시	경기도	법원읍	경기도 파주시 법원읍 법원리
	가야리	4148025623		1996-03-01	3	파주시	경기도	법원읍	경기도 파주시 법원읍 가야리
	동문리	4148025624		1996-03-01	4	파주시	경기도	법원읍	경기도 파주시 법원읍 동문리
	대능리	4148025625		1996-03-01	5	파주시	경기도	법원읍	경기도 파주시 법원읍 대능리
	삼방리	4148025626		1996-03-01	6	파주시	경기도	법원읍	경기도 파주시 법원읍 삼방리
	갈곡리	4148025627		1996-03-01	7	파주시	경기도	법원읍	경기도 파주시 법원읍 갈곡리
	직천리	4148025628		1996-03-01	8	파주시	경기도	법원읍	경기도 파주시 법원읍 직천리
	웅담리	4148025629		1996-03-01	9	파주시	경기도	법원읍	경기도 파주시 법원읍 웅담리
	금곡리	4148025630		1996-03-01	10	파주시	경기도	법원읍	경기도 파주시 법원읍 금곡리
		4148025900		2002-04-01		파주시	경기도	교하읍	경기도 파주시 교하읍
		4148026200		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍
	봉일천리	4148026221		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 봉일천리
	뇌조리	4148026222		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 뇌조리
	등원리	4148026223		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 등원리
	장곡리	4148026224		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 장곡리
	오산리	4148026225		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 오산리
	능안리	4148026226		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 능안리
	대원리	4148026227		2002-04-01		파주시	경기도	조리읍	경기도 파주시 조리읍 대원리
		4148031000		1996-03-01	10	파주시	경기도	월롱면	경기도 파주시 월롱면
	위전리	4148031021		1996-03-01	1	파주시	경기도	월롱면	경기도 파주시 월롱면 위전리
	도내리	4148031022		1996-03-01	2	파주시	경기도	월롱면	경기도 파주시 월롱면 도내리
	덕은리	4148031023		1996-03-01	3	파주시	경기도	월롱면	경기도 파주시 월롱면 덕은리
	능산리	4148031024		1996-03-01	4	파주시	경기도	월롱면	경기도 파주시 월롱면 능산리
	영태리	4148031025		1996-03-01	5	파주시	경기도	월롱면	경기도 파주시 월롱면 영태리
		4148032000		1996-03-01	11	파주시	경기도	탄현면	경기도 파주시 탄현면
	성동리	4148032021		1996-03-01	1	파주시	경기도	탄현면	경기도 파주시 탄현면 성동리
	법흥리	4148032022		1996-03-01	2	파주시	경기도	탄현면	경기도 파주시 탄현면 법흥리
	갈현리	4148032023		1996-03-01	3	파주시	경기도	탄현면	경기도 파주시 탄현면 갈현리
	문지리	4148032024		1996-03-01	4	파주시	경기도	탄현면	경기도 파주시 탄현면 문지리
	대동리	4148032025		1996-03-01	5	파주시	경기도	탄현면	경기도 파주시 탄현면 대동리
	만우리	4148032026		1996-03-01	6	파주시	경기도	탄현면	경기도 파주시 탄현면 만우리
	축현리	4148032027		1996-03-01	7	파주시	경기도	탄현면	경기도 파주시 탄현면 축현리
	금승리	4148032028		1996-03-01	8	파주시	경기도	탄현면	경기도 파주시 탄현면 금승리
	오금리	4148032029		1996-03-01	9	파주시	경기도	탄현면	경기도 파주시 탄현면 오금리
	낙하리	4148032030		1996-03-01	10	파주시	경기도	탄현면	경기도 파주시 탄현면 낙하리
	금산리	4148032031		1996-03-01	11	파주시	경기도	탄현면	경기도 파주시 탄현면 금산리
		4148035000		1996-03-01	14	파주시	경기도	광탄면	경기도 파주시 광탄면
	분수리	4148035021		1996-03-01	1	파주시	경기도	광탄면	경기도 파주시 광탄면 분수리
	방축리	4148035022		1996-03-01	2	파주시	경기도	광탄면	경기도 파주시 광탄면 방축리
	마장리	4148035023		1996-03-01	3	파주시	경기도	광탄면	경기도 파주시 광탄면 마장리
	발랑리	4148035024		1996-03-01	4	파주시	경기도	광탄면	경기도 파주시 광탄면 발랑리
	창만리	4148035025		1996-03-01	5	파주시	경기도	광탄면	경기도 파주시 광탄면 창만리
	용미리	4148035026		1996-03-01	6	파주시	경기도	광탄면	경기도 파주시 광탄면 용미리
	신산리	4148035027		1996-03-01	7	파주시	경기도	광탄면	경기도 파주시 광탄면 신산리
	기산리	4148035028		1996-03-01	8	파주시	경기도	광탄면	경기도 파주시 광탄면 기산리
	영장리	4148035029		1996-03-01	9	파주시	경기도	광탄면	경기도 파주시 광탄면 영장리
		4148036000		1996-03-01	15	파주시	경기도	파평면	경기도 파주시 파평면
	덕천리	4148036021		1996-03-01	1	파주시	경기도	파평면	경기도 파주시 파평면 덕천리
	두포리	4148036022		1996-03-01	2	파주시	경기도	파평면	경기도 파주시 파평면 두포리
	마산리	4148036023		1996-03-01	3	파주시	경기도	파평면	경기도 파주시 파평면 마산리
	율곡리	4148036024		1996-03-01	4	파주시	경기도	파평면	경기도 파주시 파평면 율곡리
	금파리	4148036026		1996-03-01	6	파주시	경기도	파평면	경기도 파주시 파평면 금파리
	장파리	4148036027		1996-03-01	7	파주시	경기도	파평면	경기도 파주시 파평면 장파리
4148036025	눌노리	4148036028		2013-02-22	5	파주시	경기도	파평면	경기도 파주시 파평면 눌노리
		4148037000		1996-03-01	16	파주시	경기도	적성면	경기도 파주시 적성면
	어유지리	4148037021		1996-03-01	1	파주시	경기도	적성면	경기도 파주시 적성면 어유지리
	장좌리	4148037022		1996-03-01	2	파주시	경기도	적성면	경기도 파주시 적성면 장좌리
	장현리	4148037023		1996-03-01	3	파주시	경기도	적성면	경기도 파주시 적성면 장현리
	구읍리	4148037024		1996-03-01	4	파주시	경기도	적성면	경기도 파주시 적성면 구읍리
	객현리	4148037025		1996-03-01	5	파주시	경기도	적성면	경기도 파주시 적성면 객현리
	가월리	4148037026		1996-03-01	6	파주시	경기도	적성면	경기도 파주시 적성면 가월리
	무건리	4148037027		1996-03-01	7	파주시	경기도	적성면	경기도 파주시 적성면 무건리
	율포리	4148037028		1996-03-01	8	파주시	경기도	적성면	경기도 파주시 적성면 율포리
	답곡리	4148037029		1996-03-01	9	파주시	경기도	적성면	경기도 파주시 적성면 답곡리
	식현리	4148037030		1996-03-01	10	파주시	경기도	적성면	경기도 파주시 적성면 식현리
	주월리	4148037031		1996-03-01	11	파주시	경기도	적성면	경기도 파주시 적성면 주월리
	설마리	4148037032		1996-03-01	12	파주시	경기도	적성면	경기도 파주시 적성면 설마리
	적암리	4148037033		1996-03-01	13	파주시	경기도	적성면	경기도 파주시 적성면 적암리
	두지리	4148037034		1996-03-01	14	파주시	경기도	적성면	경기도 파주시 적성면 두지리
	마지리	4148037035		1996-03-01	15	파주시	경기도	적성면	경기도 파주시 적성면 마지리
	자장리	4148037036		1996-03-01	16	파주시	경기도	적성면	경기도 파주시 적성면 자장리
		4148038000		1996-03-01	17	파주시	경기도	군내면	경기도 파주시 군내면
	백연리	4148038021		1996-03-01	1	파주시	경기도	군내면	경기도 파주시 군내면 백연리
	정자리	4148038022		1996-03-01	2	파주시	경기도	군내면	경기도 파주시 군내면 정자리
	조산리	4148038023		1996-03-01	3	파주시	경기도	군내면	경기도 파주시 군내면 조산리
	읍내리	4148038024		1996-03-01	4	파주시	경기도	군내면	경기도 파주시 군내면 읍내리
	송산리	4148038025		1996-03-01	5	파주시	경기도	군내면	경기도 파주시 군내면 송산리
	점원리	4148038026		1996-03-01	6	파주시	경기도	군내면	경기도 파주시 군내면 점원리
	방목리	4148038027		1996-03-01	7	파주시	경기도	군내면	경기도 파주시 군내면 방목리
		4148039000		1996-03-01	18	파주시	경기도	장단면	경기도 파주시 장단면
	노상리	4148039021		1996-03-01	1	파주시	경기도	장단면	경기도 파주시 장단면 노상리
	노하리	4148039022		1996-03-01	2	파주시	경기도	장단면	경기도 파주시 장단면 노하리
	거곡리	4148039023		1996-03-01	3	파주시	경기도	장단면	경기도 파주시 장단면 거곡리
	도라산리	4148039024		1996-03-01	4	파주시	경기도	장단면	경기도 파주시 장단면 도라산리
	석곶리	4148039025		1996-03-01	5	파주시	경기도	장단면	경기도 파주시 장단면 석곶리
	강정리	4148039026		1996-03-01	6	파주시	경기도	장단면	경기도 파주시 장단면 강정리
	동장리	4148039027		1996-03-01	8	파주시	경기도	장단면	경기도 파주시 장단면 동장리
	정동리	4148039028		1996-03-01	7	파주시	경기도	장단면	경기도 파주시 장단면 정동리
		4148040000		1996-03-01	19	파주시	경기도	진동면	경기도 파주시 진동면
	동파리	4148040021		1996-03-01	1	파주시	경기도	진동면	경기도 파주시 진동면 동파리
	용산리	4148040022		1996-03-01	2	파주시	경기도	진동면	경기도 파주시 진동면 용산리
	하포리	4148040023		1996-03-01	3	파주시	경기도	진동면	경기도 파주시 진동면 하포리
	서곡리	4148040024		1996-03-01	4	파주시	경기도	진동면	경기도 파주시 진동면 서곡리
	초리	4148040025		1996-03-01	5	파주시	경기도	진동면	경기도 파주시 진동면 초리
		4148041000		1996-03-01	20	파주시	경기도	진서면	경기도 파주시 진서면
	어용리	4148041022		1996-03-01	2	파주시	경기도	진서면	경기도 파주시 진서면 어용리
	금릉리	4148041023		2013-02-22	3	파주시	경기도	진서면	경기도 파주시 진서면 금릉리
		4150000000		1996-03-01	34	이천시	경기도		경기도 이천시
		4150010100		1996-03-01	1	이천시	경기도	창전동	경기도 이천시 창전동
		4150010200		1996-03-01	2	이천시	경기도	관고동	경기도 이천시 관고동
		4150010300		1996-03-01	3	이천시	경기도	중리동	경기도 이천시 중리동
		4150010400		1996-03-01	4	이천시	경기도	증일동	경기도 이천시 증일동
		4150010500		1996-03-01	5	이천시	경기도	율현동	경기도 이천시 율현동
		4150010600		1996-03-01	6	이천시	경기도	진리동	경기도 이천시 진리동
		4150010700		1996-03-01	7	이천시	경기도	안흥동	경기도 이천시 안흥동
		4150010800		1996-03-01	8	이천시	경기도	갈산동	경기도 이천시 갈산동
		4150010900		1996-03-01	9	이천시	경기도	증포동	경기도 이천시 증포동
		4150011000		1996-03-01	10	이천시	경기도	송정동	경기도 이천시 송정동
		4150011100		1996-03-01	11	이천시	경기도	사음동	경기도 이천시 사음동
		4150011200		1996-05-01	12	이천시	경기도	단월동	경기도 이천시 단월동
		4150011300		1996-05-01	13	이천시	경기도	대포동	경기도 이천시 대포동
		4150011400		1996-05-01	14	이천시	경기도	고담동	경기도 이천시 고담동
		4150011500		1996-05-01	15	이천시	경기도	장록동	경기도 이천시 장록동
		4150025000		1996-03-01	16	이천시	경기도	장호원읍	경기도 이천시 장호원읍
	장호원리	4150025021		1996-03-01	1	이천시	경기도	장호원읍	경기도 이천시 장호원읍 장호원리
	오남리	4150025022		1996-03-01	2	이천시	경기도	장호원읍	경기도 이천시 장호원읍 오남리
	진암리	4150025023		1996-03-01	3	이천시	경기도	장호원읍	경기도 이천시 장호원읍 진암리
	어석리	4150025024		1996-03-01	4	이천시	경기도	장호원읍	경기도 이천시 장호원읍 어석리
	대서리	4150025025		1996-03-01	5	이천시	경기도	장호원읍	경기도 이천시 장호원읍 대서리
	송산리	4150025026		1996-03-01	6	이천시	경기도	장호원읍	경기도 이천시 장호원읍 송산리
	방추리	4150025027		1996-03-01	7	이천시	경기도	장호원읍	경기도 이천시 장호원읍 방추리
	선읍리	4150025028		1996-03-01	8	이천시	경기도	장호원읍	경기도 이천시 장호원읍 선읍리
	이황리	4150025029		1996-03-01	9	이천시	경기도	장호원읍	경기도 이천시 장호원읍 이황리
	나래리	4150025030		1996-03-01	10	이천시	경기도	장호원읍	경기도 이천시 장호원읍 나래리
	와현리	4150025031		1996-03-01	11	이천시	경기도	장호원읍	경기도 이천시 장호원읍 와현리
	풍계리	4150025032		1996-03-01	12	이천시	경기도	장호원읍	경기도 이천시 장호원읍 풍계리
	노탑리	4150025033		1996-03-01	13	이천시	경기도	장호원읍	경기도 이천시 장호원읍 노탑리
		4150025300		1996-03-01	17	이천시	경기도	부발읍	경기도 이천시 부발읍
	무촌리	4150025321		1996-03-01	1	이천시	경기도	부발읍	경기도 이천시 부발읍 무촌리
	죽당리	4150025322		1996-03-01	2	이천시	경기도	부발읍	경기도 이천시 부발읍 죽당리
	신원리	4150025323		1996-03-01	3	이천시	경기도	부발읍	경기도 이천시 부발읍 신원리
	고백리	4150025324		1996-03-01	4	이천시	경기도	부발읍	경기도 이천시 부발읍 고백리
	대관리	4150025325		1996-03-01	5	이천시	경기도	부발읍	경기도 이천시 부발읍 대관리
	마암리	4150025326		1996-03-01	6	이천시	경기도	부발읍	경기도 이천시 부발읍 마암리
	산촌리	4150025327		1996-03-01	7	이천시	경기도	부발읍	경기도 이천시 부발읍 산촌리
	신하리	4150025328		1996-03-01	8	이천시	경기도	부발읍	경기도 이천시 부발읍 신하리
	가좌리	4150025329		1996-03-01	9	이천시	경기도	부발읍	경기도 이천시 부발읍 가좌리
	아미리	4150025330		1996-03-01	10	이천시	경기도	부발읍	경기도 이천시 부발읍 아미리
	수정리	4150025331		1996-03-01	11	이천시	경기도	부발읍	경기도 이천시 부발읍 수정리
	송온리	4150025332		1996-03-01	12	이천시	경기도	부발읍	경기도 이천시 부발읍 송온리
	가산리	4150025333		1996-03-01	13	이천시	경기도	부발읍	경기도 이천시 부발읍 가산리
	응암리	4150025334		1996-03-01	14	이천시	경기도	부발읍	경기도 이천시 부발읍 응암리
		4150031000		1996-03-01	18	이천시	경기도	신둔면	경기도 이천시 신둔면
	수광리	4150031021		1996-03-01	1	이천시	경기도	신둔면	경기도 이천시 신둔면 수광리
	남정리	4150031022		1996-03-01	2	이천시	경기도	신둔면	경기도 이천시 신둔면 남정리
	지석리	4150031023		1996-03-01	3	이천시	경기도	신둔면	경기도 이천시 신둔면 지석리
	장동리	4150031024		1996-03-01	4	이천시	경기도	신둔면	경기도 이천시 신둔면 장동리
	도봉리	4150031025		1996-03-01	5	이천시	경기도	신둔면	경기도 이천시 신둔면 도봉리
	도암리	4150031026		1996-03-01	6	이천시	경기도	신둔면	경기도 이천시 신둔면 도암리
	수하리	4150031027		1996-03-01	7	이천시	경기도	신둔면	경기도 이천시 신둔면 수하리
	수남리	4150031028		1996-03-01	8	이천시	경기도	신둔면	경기도 이천시 신둔면 수남리
	고척리	4150031029		1996-03-01	9	이천시	경기도	신둔면	경기도 이천시 신둔면 고척리
	용면리	4150031030		1996-03-01	10	이천시	경기도	신둔면	경기도 이천시 신둔면 용면리
	인후리	4150031031		1996-03-01	11	이천시	경기도	신둔면	경기도 이천시 신둔면 인후리
	마교리	4150031032		1996-03-01	12	이천시	경기도	신둔면	경기도 이천시 신둔면 마교리
	소정리	4150031033		1996-03-01	13	이천시	경기도	신둔면	경기도 이천시 신둔면 소정리
		4150032000		1996-03-01	19	이천시	경기도	백사면	경기도 이천시 백사면
	현방리	4150032021		1996-03-01	1	이천시	경기도	백사면	경기도 이천시 백사면 현방리
	경사리	4150032022		1996-03-01	2	이천시	경기도	백사면	경기도 이천시 백사면 경사리
	도립리	4150032023		1996-03-01	3	이천시	경기도	백사면	경기도 이천시 백사면 도립리
	송말리	4150032024		1996-03-01	4	이천시	경기도	백사면	경기도 이천시 백사면 송말리
	신대리	4150032025		1996-03-01	5	이천시	경기도	백사면	경기도 이천시 백사면 신대리
	모전리	4150032026		1996-03-01	6	이천시	경기도	백사면	경기도 이천시 백사면 모전리
	도지리	4150032027		1996-03-01	7	이천시	경기도	백사면	경기도 이천시 백사면 도지리
	조읍리	4150032028		1996-03-01	8	이천시	경기도	백사면	경기도 이천시 백사면 조읍리
	우곡리	4150032029		1996-03-01	9	이천시	경기도	백사면	경기도 이천시 백사면 우곡리
	내촌리	4150032030		1996-03-01	10	이천시	경기도	백사면	경기도 이천시 백사면 내촌리
	상용리	4150032031		1996-03-01	11	이천시	경기도	백사면	경기도 이천시 백사면 상용리
	백우리	4150032032		1996-03-01	12	이천시	경기도	백사면	경기도 이천시 백사면 백우리
		4150033000		1996-03-01	20	이천시	경기도	호법면	경기도 이천시 호법면
	유산리	4150033021		1996-03-01	1	이천시	경기도	호법면	경기도 이천시 호법면 유산리
	안평리	4150033022		1996-03-01	2	이천시	경기도	호법면	경기도 이천시 호법면 안평리
	후안리	4150033023		1996-03-01	3	이천시	경기도	호법면	경기도 이천시 호법면 후안리
	단천리	4150033024		1996-03-01	4	이천시	경기도	호법면	경기도 이천시 호법면 단천리
	매곡리	4150033025		1996-03-01	5	이천시	경기도	호법면	경기도 이천시 호법면 매곡리
	동산리	4150033026		1996-03-01	6	이천시	경기도	호법면	경기도 이천시 호법면 동산리
	주박리	4150033027		1996-03-01	7	이천시	경기도	호법면	경기도 이천시 호법면 주박리
	주미리	4150033028		1996-03-01	8	이천시	경기도	호법면	경기도 이천시 호법면 주미리
	송갈리	4150033029		1996-03-01	9	이천시	경기도	호법면	경기도 이천시 호법면 송갈리
		4150034000		1996-03-01	21	이천시	경기도	마장면	경기도 이천시 마장면
	오천리	4150034021		1996-03-01	1	이천시	경기도	마장면	경기도 이천시 마장면 오천리
	양촌리	4150034022		1996-03-01	2	이천시	경기도	마장면	경기도 이천시 마장면 양촌리
	관리	4150034023		1996-03-01	3	이천시	경기도	마장면	경기도 이천시 마장면 관리
	회억리	4150034024		1996-03-01	4	이천시	경기도	마장면	경기도 이천시 마장면 회억리
	장암리	4150034025		1996-03-01	5	이천시	경기도	마장면	경기도 이천시 마장면 장암리
	목리	4150034026		1996-03-01	6	이천시	경기도	마장면	경기도 이천시 마장면 목리
	표교리	4150034027		1996-03-01	7	이천시	경기도	마장면	경기도 이천시 마장면 표교리
	이치리	4150034028		1996-03-01	8	이천시	경기도	마장면	경기도 이천시 마장면 이치리
	각평리	4150034029		1996-03-01	9	이천시	경기도	마장면	경기도 이천시 마장면 각평리
	덕평리	4150034030		1996-03-01	10	이천시	경기도	마장면	경기도 이천시 마장면 덕평리
	이평리	4150034031		1996-03-01	11	이천시	경기도	마장면	경기도 이천시 마장면 이평리
	해월리	4150034032		1996-03-01	12	이천시	경기도	마장면	경기도 이천시 마장면 해월리
	작촌리	4150034033		1996-03-01	13	이천시	경기도	마장면	경기도 이천시 마장면 작촌리
		4150035000		1996-03-01	22	이천시	경기도	대월면	경기도 이천시 대월면
	초지리	4150035025		1996-03-01	1	이천시	경기도	대월면	경기도 이천시 대월면 초지리
	사동리	4150035026		1996-03-01	2	이천시	경기도	대월면	경기도 이천시 대월면 사동리
	대대리	4150035027		1996-03-01	3	이천시	경기도	대월면	경기도 이천시 대월면 대대리
	대흥리	4150035028		1996-03-01	4	이천시	경기도	대월면	경기도 이천시 대월면 대흥리
	도리리	4150035029		1996-03-01	5	이천시	경기도	대월면	경기도 이천시 대월면 도리리
	구시리	4150035030		1996-03-01	6	이천시	경기도	대월면	경기도 이천시 대월면 구시리
	군량리	4150035031		1996-03-01	7	이천시	경기도	대월면	경기도 이천시 대월면 군량리
	송라리	4150035032		1996-03-01	8	이천시	경기도	대월면	경기도 이천시 대월면 송라리
	장평리	4150035033		1996-03-01	9	이천시	경기도	대월면	경기도 이천시 대월면 장평리
	부필리	4150035034		1996-03-01	10	이천시	경기도	대월면	경기도 이천시 대월면 부필리
		4150036000		1996-03-01	23	이천시	경기도	모가면	경기도 이천시 모가면
	진가리	4150036021		1996-03-01	1	이천시	경기도	모가면	경기도 이천시 모가면 진가리
	서경리	4150036022		1996-03-01	2	이천시	경기도	모가면	경기도 이천시 모가면 서경리
	산내리	4150036023		1996-03-01	3	이천시	경기도	모가면	경기도 이천시 모가면 산내리
	송곡리	4150036024		1996-03-01	4	이천시	경기도	모가면	경기도 이천시 모가면 송곡리
	소사리	4150036025		1996-03-01	5	이천시	경기도	모가면	경기도 이천시 모가면 소사리
	양평리	4150036026		1996-03-01	6	이천시	경기도	모가면	경기도 이천시 모가면 양평리
	원두리	4150036027		1996-03-01	7	이천시	경기도	모가면	경기도 이천시 모가면 원두리
	소고리	4150036028		1996-03-01	8	이천시	경기도	모가면	경기도 이천시 모가면 소고리
	신갈리	4150036029		1996-03-01	9	이천시	경기도	모가면	경기도 이천시 모가면 신갈리
	어농리	4150036030		1996-03-01	10	이천시	경기도	모가면	경기도 이천시 모가면 어농리
	두미리	4150036031		1996-03-01	11	이천시	경기도	모가면	경기도 이천시 모가면 두미리
		4150037000		1996-03-01	24	이천시	경기도	설성면	경기도 이천시 설성면
	금당리	4150037021		1996-03-01	1	이천시	경기도	설성면	경기도 이천시 설성면 금당리
	장능리	4150037022		1996-03-01	2	이천시	경기도	설성면	경기도 이천시 설성면 장능리
	행죽리	4150037023		1996-03-01	3	이천시	경기도	설성면	경기도 이천시 설성면 행죽리
	제요리	4150037024		1996-03-01	4	이천시	경기도	설성면	경기도 이천시 설성면 제요리
	신필리	4150037025		1996-03-01	5	이천시	경기도	설성면	경기도 이천시 설성면 신필리
	장천리	4150037026		1996-03-01	6	이천시	경기도	설성면	경기도 이천시 설성면 장천리
	자석리	4150037027		1996-03-01	7	이천시	경기도	설성면	경기도 이천시 설성면 자석리
	암산리	4150037028		1996-03-01	8	이천시	경기도	설성면	경기도 이천시 설성면 암산리
	송계리	4150037029		1996-03-01	9	이천시	경기도	설성면	경기도 이천시 설성면 송계리
	상봉리	4150037030		1996-03-01	10	이천시	경기도	설성면	경기도 이천시 설성면 상봉리
	수산리	4150037031		1996-03-01	11	이천시	경기도	설성면	경기도 이천시 설성면 수산리
	대죽리	4150037032		1996-03-01	12	이천시	경기도	설성면	경기도 이천시 설성면 대죽리
		4150038000		1996-03-01	25	이천시	경기도	율면	경기도 이천시 율면
	고당리	4150038021		1996-03-01	1	이천시	경기도	율면	경기도 이천시 율면 고당리
	신추리	4150038022		1996-03-01	2	이천시	경기도	율면	경기도 이천시 율면 신추리
	본죽리	4150038023		1996-03-01	3	이천시	경기도	율면	경기도 이천시 율면 본죽리
	북두리	4150038024		1996-03-01	4	이천시	경기도	율면	경기도 이천시 율면 북두리
	산양리	4150038025		1996-03-01	5	이천시	경기도	율면	경기도 이천시 율면 산양리
	석산리	4150038026		1996-03-01	6	이천시	경기도	율면	경기도 이천시 율면 석산리
	산성리	4150038027		1996-03-01	7	이천시	경기도	율면	경기도 이천시 율면 산성리
	오성리	4150038028		1996-03-01	8	이천시	경기도	율면	경기도 이천시 율면 오성리
	월포리	4150038029		1996-03-01	9	이천시	경기도	율면	경기도 이천시 율면 월포리
	총곡리	4150038030		1996-03-01	10	이천시	경기도	율면	경기도 이천시 율면 총곡리
		4155000000		1998-04-01	35	안성시	경기도		경기도 안성시
		4155010100		1998-04-01	1	안성시	경기도	봉산동	경기도 안성시 봉산동
		4155010200		1998-04-01	2	안성시	경기도	숭인동	경기도 안성시 숭인동
		4155010300		1998-04-01	3	안성시	경기도	영동	경기도 안성시 영동
		4155010400		1998-04-01	4	안성시	경기도	봉남동	경기도 안성시 봉남동
		4155010500		1998-04-01	5	안성시	경기도	구포동	경기도 안성시 구포동
		4155010600		1998-04-01	6	안성시	경기도	동본동	경기도 안성시 동본동
		4155010700		1998-04-01	7	안성시	경기도	명륜동	경기도 안성시 명륜동
		4155010800		1998-04-01	8	안성시	경기도	옥천동	경기도 안성시 옥천동
		4155010900		1998-04-01	9	안성시	경기도	낙원동	경기도 안성시 낙원동
		4155011000		1998-04-01	10	안성시	경기도	창전동	경기도 안성시 창전동
		4155011100		1998-04-01	11	안성시	경기도	성남동	경기도 안성시 성남동
		4155011200		1998-04-01	12	안성시	경기도	신흥동	경기도 안성시 신흥동
		4155011300		1998-04-01	13	안성시	경기도	인지동	경기도 안성시 인지동
		4155011400		1998-04-01	14	안성시	경기도	금산동	경기도 안성시 금산동
		4155011500		1998-04-01	15	안성시	경기도	연지동	경기도 안성시 연지동
		4155011600		1998-04-01	16	안성시	경기도	대천동	경기도 안성시 대천동
		4155011700		1998-04-01	17	안성시	경기도	서인동	경기도 안성시 서인동
		4155011800		1998-04-01	18	안성시	경기도	석정동	경기도 안성시 석정동
		4155011900		1998-04-01	19	안성시	경기도	아양동	경기도 안성시 아양동
		4155012000		1998-04-01	20	안성시	경기도	금석동	경기도 안성시 금석동
		4155012100		1998-04-01	21	안성시	경기도	계동	경기도 안성시 계동
		4155012200		1998-04-01	22	안성시	경기도	옥산동	경기도 안성시 옥산동
		4155012300		1998-04-01	23	안성시	경기도	사곡동	경기도 안성시 사곡동
		4155012400		1998-04-01	24	안성시	경기도	도기동	경기도 안성시 도기동
		4155012500		1998-04-01	25	안성시	경기도	당왕동	경기도 안성시 당왕동
		4155012600		1998-04-01	26	안성시	경기도	가사동	경기도 안성시 가사동
		4155012700		1998-04-01	27	안성시	경기도	가현동	경기도 안성시 가현동
		4155012800		1998-04-01	28	안성시	경기도	신건지동	경기도 안성시 신건지동
		4155012900		1998-04-01	29	안성시	경기도	신소현동	경기도 안성시 신소현동
		4155013000		1998-04-01	30	안성시	경기도	신모산동	경기도 안성시 신모산동
		4155013100		1998-04-01	31	안성시	경기도	현수동	경기도 안성시 현수동
		4155013200		1998-04-01	32	안성시	경기도	발화동	경기도 안성시 발화동
		4155013300		1998-04-01	33	안성시	경기도	중리동	경기도 안성시 중리동
		4155025000		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍
	양기리	4155025021		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 양기리
	웅교리	4155025022		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 웅교리
	신두리	4155025023		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 신두리
	중복리	4155025024		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 중복리
	용두리	4155025025		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 용두리
	승두리	4155025026		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 승두리
	건천리	4155025027		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 건천리
	불당리	4155025028		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 불당리
	만정리	4155025029		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 만정리
	마정리	4155025030		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 마정리
	진사리	4155025031		2001-06-01		안성시	경기도	공도읍	경기도 안성시 공도읍 진사리
		4155031000		1998-04-01	34	안성시	경기도	보개면	경기도 안성시 보개면
	적가리	4155031021		1998-04-01	1	안성시	경기도	보개면	경기도 안성시 보개면 적가리
	기좌리	4155031022		1998-04-01	2	안성시	경기도	보개면	경기도 안성시 보개면 기좌리
	북좌리	4155031023		1998-04-01	3	안성시	경기도	보개면	경기도 안성시 보개면 북좌리
	상삼리	4155031024		1998-04-01	4	안성시	경기도	보개면	경기도 안성시 보개면 상삼리
	신장리	4155031025		1998-04-01	5	안성시	경기도	보개면	경기도 안성시 보개면 신장리
	양복리	4155031026		1998-04-01	6	안성시	경기도	보개면	경기도 안성시 보개면 양복리
	오두리	4155031027		1998-04-01	7	안성시	경기도	보개면	경기도 안성시 보개면 오두리
	이전리	4155031028		1998-04-01	8	안성시	경기도	보개면	경기도 안성시 보개면 이전리
	불현리	4155031029		1998-04-01	9	안성시	경기도	보개면	경기도 안성시 보개면 불현리
	내방리	4155031030		1998-04-01	10	안성시	경기도	보개면	경기도 안성시 보개면 내방리
	동신리	4155031031		1998-04-01	11	안성시	경기도	보개면	경기도 안성시 보개면 동신리
